document	status	page	route	sat	tone	inkOut	layered	1bit	delta	verdict	extent	barVerdict	layeredAtBar	barDelta
thesis/MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	ok	p158	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p41	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p62	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p82	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p103	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p123	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p144	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p164	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p185	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p205	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p226	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/NAYLOR_Arthur E.pdf	ok	p246	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p62	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p77	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p93	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p108	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p124	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p139	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p154	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p170	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	ok	p185	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p40	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p53	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p67	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p80	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p93	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p106	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p120	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p133	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p146	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/PRICE_A History of the American College Personnel Association.pdf	ok	p159	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p41	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p61	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p81	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p101	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p121	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p141	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p161	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p181	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p201	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p221	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	ok	p241	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p33	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p42	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p50	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p58	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p66	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p75	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p83	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p91	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Ries_Marshall_1955_web.pdf	ok	p99	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p62	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p77	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p93	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p108	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p124	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p139	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p154	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p170	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	ok	p185	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p24	grey	0.000	0.035	0.6236	215159	34122	-181037	picture	0.03929	picture	215159	same
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p70	grey	0.044	0.036	0.7045	208392	33090	-175302	picture	0.00000	picture	208392	same
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p93	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p116	grey	0.012	0.056	0.4907	289595	54382	-235213	picture	0.00053	picture	289595	same
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p139	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p162	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p185	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p208	colour	0.097	0.087	0.8456	271864	40073	-231791	picture	0.00000	picture	271864	same
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p231	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p254	grey	0.026	0.039	0.6613	242479	47335	-195144	picture	0.00000	picture	242479	same
thesis/Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	ok	p277	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p51	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p64	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p77	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p89	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p102	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p115	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p127	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p140	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	ok	p153	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	ok	p37	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
thesis/TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	ok	p55	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
