document	status	page	route	sat	tone	inkOut	layered	1bit	delta	verdict	extent	barVerdict	layeredAtBar	barDelta
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p16	grey	0.000	0.149	0.0000	35969	29806	-6163	all-text	0.00000	all-text	35969	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p19	grey	0.000	0.140	0.0000	35592	29529	-6063	all-text	0.00000	all-text	35592	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p22	grey	0.000	0.135	0.0000	32279	26396	-5883	all-text	0.00000	all-text	32279	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p25	grey	0.000	0.141	0.0000	35948	29729	-6219	all-text	0.00000	all-text	35948	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p28	grey	0.000	0.145	0.0000	34704	28681	-6023	all-text	0.00000	all-text	34704	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p31	grey	0.000	0.138	0.0000	35923	29824	-6099	all-text	0.00000	all-text	35923	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p34	grey	0.000	0.180	0.0000	35676	30340	-5336	all-text	0.00000	all-text	35676	same
bookSection/Krippner__The political economy of financial exuberance_Emerald Group Publishing Limited.pdf	ok	p37	grey	0.000	0.140	0.0000	36287	30380	-5907	all-text	0.00000	all-text	36287	same
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Kristol_1962_SOCIAL SCIENCES AND LAW_.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Lloyd-Jones_Smith_1938_Selection and Admissions.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Maclean_2008_Southern Dominance in Borrowed Language_School for Advanced Research Press.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Merriam, H. G_1948_Does the Northwest Believe in Itself_Macmillan Co.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Miller_1952_The Business Elite in Business Bureaucracies_Harvard University Press.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Moyn_2014_Imaginary Intellectual History_Oxford University Press, 2014 (2015-03-31 16-01-49).pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p21	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p36	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p41	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p46	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p51	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p56	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/National Association for the Advancement of Colored People - 1993 - Papers of the NAACP. Pt. 15 Ser. A Segration and discrimination, complaints and responses, 1940 - 1.pdf	ok	p61	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p32	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/O'Brien_1955_The Area of Admissions in Higher Education_.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p28	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p34	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Riesman_1992_My Education in Soc 2 and My Efforts to Adapt It in the Harvard Setting_.pdf	ok	p37	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Schaar, handwritten notes.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p31	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p39	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p44	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p48	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/Strickland and Ambrose - 1985 - The Baby Boom, Prosperity, and the Changing Worlds.pdf	ok	p52	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p24	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p35	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p47	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p58	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p70	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p81	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p93	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p104	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p116	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p127	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/_1945_Postwar Economic Policy and Planning_.pdf	ok	p139	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p15	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p18	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p20	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p28	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
bookSection/full chapter.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
document/(F) Dickens.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
